game_index,decision_index,elapsed_ms,eligible,search_begin_ok,visits
7,28,706.4328,1,1,66
7,29,704.8970,1,1,165
7,30,1.5182,0,0,0
7,31,705.6334,1,1,177
7,32,703.5038,1,1,166
7,33,1.2683,0,0,0
7,34,703.5356,1,1,176
7,35,703.6693,1,1,171
7,36,703.6419,1,1,207
7,37,1.2391,0,0,0
7,38,701.5029,1,1,218
7,39,703.3620,1,1,274
7,40,1.1437,0,0,0
7,41,701.2590,1,1,304
7,42,1.2628,0,0,0
7,43,1.0006,0,0,0
7,44,0.8975,0,0,0
8,0,0.2455,0,0,0
8,1,1.5126,0,0,0
8,2,0.6611,0,0,0
8,3,704.0691,1,1,106
8,4,1.1525,0,0,0
8,5,706.1527,1,1,115
8,6,706.3701,1,1,116
8,7,0.8721,0,0,0
8,8,704.5565,1,1,122
8,9,0.7551,0,0,0
8,10,709.9302,1,1,71
9,0,0.2567,0,0,0
9,1,0.9491,0,0,0
9,2,707.5155,1,1,104
9,3,702.1496,1,1,84
9,4,704.0194,1,1,79
9,5,702.8320,1,1,85
9,6,705.2125,1,1,62
9,7,0.9933,0,0,0
9,8,704.8842,1,1,62
9,9,713.1335,1,1,60
9,10,704.6012,1,1,60
9,11,709.7921,1,1,61
9,12,1.1099,0,0,0
9,13,1.8459,0,0,0
9,14,709.8643,1,1,65
9,15,1.4025,0,0,0
9,16,1.1063,0,0,0
9,17,1.2241,0,0,0
9,18,707.4627,1,1,60
9,19,703.7743,1,1,60
9,20,708.1077,1,1,60
9,21,1.2696,0,0,0
9,22,1.1628,0,0,0
9,23,704.4899,1,1,59
9,24,1.1207,0,0,0
9,25,1.9125,0,0,0
9,26,709.3957,1,1,61
9,27,709.0473,1,1,63
9,28,702.7512,1,1,58
9,29,1.4082,0,0,0
9,30,709.3350,1,1,61
9,31,1.2600,0,0,0
9,32,1.2681,0,0,0
9,33,0.9898,0,0,0
9,34,1.3267,0,0,0
9,35,1.2678,0,0,0
9,36,1.3254,0,0,0
9,37,1.1756,0,0,0
10,0,0.2378,0,0,0
10,1,1.5336,0,0,0
10,2,0.9169,0,0,0
10,3,704.1876,1,1,67
10,4,1.6350,0,0,0
10,5,1.0610,0,0,0
10,6,710.7100,1,1,67
10,7,703.3885,1,1,66
10,8,704.2724,1,1,66
10,9,704.2342,1,1,64
10,10,706.5626,1,1,59
10,11,710.1480,1,1,59
10,12,702.1222,1,1,58
10,13,711.7906,1,1,61
10,14,1.1010,0,0,0
10,15,712.4062,1,1,61
10,16,1.1802,0,0,0
10,17,701.9086,1,1,62
10,18,701.9153,1,1,62
10,19,1.0435,0,0,0
10,20,701.2447,1,1,62
10,21,704.3631,1,1,63
10,22,1.1335,0,0,0
10,23,710.7709,1,1,64
10,24,1.5356,0,0,0
10,25,1.1892,0,0,0
10,26,707.9074,1,1,64
10,27,1.3304,0,0,0
10,28,709.8167,1,1,73
10,29,1.1251,0,0,0
10,30,711.7090,1,1,79
10,31,708.5744,1,1,80
10,32,706.0314,1,1,92
10,33,705.0960,1,1,76
10,34,704.4997,1,1,76
10,35,1.5053,0,0,0
10,36,704.4820,1,1,77
10,37,1.0003,0,0,0
10,38,706.0401,1,1,77
10,39,1.4511,0,0,0
10,40,701.6824,1,1,171
10,41,1.1032,0,0,0
10,42,1.4297,0,0,0
10,43,704.1970,1,1,186
10,44,1.0814,0,0,0
10,45,1.5758,0,0,0
10,46,704.4106,1,1,195
10,47,701.9882,1,1,199
10,48,701.9788,1,1,209
10,49,1.1372,0,0,0
10,50,702.9559,1,1,234
10,51,703.7818,1,1,231
10,52,1.4317,0,0,0
10,53,702.4847,1,1,260
10,54,1.5012,0,0,0
10,55,703.2719,1,1,294
10,56,702.3513,1,1,310
10,57,1.5423,0,0,0
10,58,701.6974,1,1,351
11,0,0.2413,0,0,0
11,1,0.7977,0,0,0
11,2,0.8492,0,0,0
11,3,704.7684,1,1,100
11,4,704.5856,1,1,74
11,5,710.5217,1,1,73
11,6,1.3232,0,0,0
11,7,1.1848,0,0,0
11,8,1.2563,0,0,0
11,9,703.8871,1,1,131
11,10,702.8314,1,1,137
11,11,1.0903,0,0,0
11,12,706.7140,1,1,100
11,13,0.8749,0,0,0
11,14,707.6232,1,1,73
11,15,0.9188,0,0,0
11,16,1.2598,0,0,0
11,17,707.8630,1,1,81
11,18,0.8434,0,0,0
11,19,1.3398,0,0,0
11,20,702.1151,1,1,79
11,21,701.8187,1,1,78
