game_index,decision_index,elapsed_ms,eligible,search_begin_ok,visits
4,3,703.9953,1,1,84
4,4,1.1252,0,0,0
4,5,706.4639,1,1,106
4,6,706.1063,1,1,83
4,7,704.1059,1,1,74
4,8,703.6800,1,1,70
4,9,1.3712,0,0,0
4,10,705.7849,1,1,70
4,11,1.1667,0,0,0
4,12,705.6822,1,1,71
4,13,705.4812,1,1,70
4,14,703.9154,1,1,71
4,15,0.9339,0,0,0
4,16,703.2329,1,1,69
4,17,1.0183,0,0,0
4,18,706.5095,1,1,70
4,19,705.6070,1,1,70
4,20,0.9478,0,0,0
4,21,705.1841,1,1,69
4,22,703.8236,1,1,69
4,23,706.3486,1,1,68
4,24,709.5561,1,1,68
4,25,710.5734,1,1,69
4,26,1.1571,0,0,0
4,27,704.2961,1,1,68
4,28,1.2659,0,0,0
4,29,1.3148,0,0,0
4,30,710.0956,1,1,73
4,31,0.9878,0,0,0
4,32,1.0261,0,0,0
4,33,711.7303,1,1,79
4,34,1.3215,0,0,0
4,35,704.9103,1,1,76
4,36,703.7969,1,1,82
4,37,702.2002,1,1,143
4,38,707.2911,1,1,72
4,39,706.3611,1,1,71
4,40,702.8865,1,1,72
4,41,1.1509,0,0,0
4,42,706.9968,1,1,83
4,43,703.0691,1,1,76
4,44,1.0450,0,0,0
5,0,0.2336,0,0,0
5,1,0.7712,0,0,0
5,2,0.8208,0,0,0
5,3,701.6385,1,1,97
5,4,707.9735,1,1,90
5,5,1.0718,0,0,0
5,6,1.1713,0,0,0
5,7,708.0552,1,1,91
5,8,705.6764,1,1,92
5,9,702.9421,1,1,94
5,10,706.2138,1,1,76
5,11,709.3513,1,1,77
5,12,708.4466,1,1,76
5,13,704.1416,1,1,76
5,14,0.7724,0,0,0
5,15,0.7505,0,0,0
5,16,705.3796,1,1,76
5,17,705.7569,1,1,76
5,18,1.0633,0,0,0
5,19,701.4177,1,1,75
5,20,1.7845,0,0,0
5,21,702.7422,1,1,66
5,22,706.5297,1,1,66
5,23,1.0709,0,0,0
5,24,0.8971,0,0,0
5,25,709.0340,1,1,64
5,26,1.0537,0,0,0
5,27,710.3243,1,1,66
5,28,701.6234,1,1,65
5,29,1.4903,0,0,0
5,30,709.1580,1,1,66
5,31,710.0890,1,1,62
5,32,1.3791,0,0,0
5,33,1.3599,0,0,0
5,34,701.9578,1,1,63
5,35,704.8977,1,1,62
5,36,704.6837,1,1,61
5,37,1.2991,0,0,0
5,38,1.3130,0,0,0
5,39,705.1390,1,1,67
5,40,1.4838,0,0,0
5,41,703.0895,1,1,70
5,42,1.3796,0,0,0
5,43,708.4371,1,1,114
5,44,701.6907,1,1,105
5,45,704.0427,1,1,114
5,46,1.5780,0,0,0
5,47,703.2606,1,1,133
5,48,708.1869,1,1,116
5,49,1.2971,0,0,0
5,50,1.5821,0,0,0
5,51,701.8128,1,1,167
5,52,1.2199,0,0,0
5,53,702.7813,1,1,190
5,54,703.0327,1,1,179
5,55,1.2929,0,0,0
5,56,1.1186,0,0,0
5,57,1.0379,0,0,0
6,0,0.2393,0,0,0
6,1,1.4632,0,0,0
6,2,0.9510,0,0,0
6,3,703.8608,1,1,82
6,4,0.7351,0,0,0
6,5,1.3671,0,0,0
6,6,709.4939,1,1,149
6,7,701.7359,1,1,169
6,8,0.7232,0,0,0
6,9,702.9301,1,1,167
6,10,1.1278,0,0,0
6,11,704.0402,1,1,223
6,12,1.2264,0,0,0
6,13,703.6527,1,1,95
6,14,701.6599,1,1,99
6,15,0.9636,0,0,0
6,16,704.0495,1,1,103
6,17,1.2225,0,0,0
6,18,1.3529,0,0,0
6,19,0.9935,0,0,0
6,20,702.1046,1,1,119
6,21,704.1743,1,1,116
